5.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -0.004464286, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 1, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 1, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
2735.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 21, 'nt10': 19, 'nt11': 19, 'nt12': 0, 'nt13': 21, 'nt14': 22, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 21, 'nt6': 22, 'nt7': 20, 'nt8': 0, 'nt9': 24}, {'nt1': 30, 'nt10': 19, 'nt11': 19, 'nt12': 0, 'nt13': 29, 'nt14': 67, 'nt15': 68, 'nt16': 10, 'nt2': 66, 'nt3': 76, 'nt4': 0, 'nt5': 25, 'nt6': 23, 'nt7': 38, 'nt8': 0, 'nt9': 25}, 
2740.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 20, 'nt11': 19, 'nt12': 0, 'nt13': 21, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 21, 'nt6': 22, 'nt7': 18, 'nt8': 0, 'nt9': 24}, {'nt1': 31, 'nt10': 20, 'nt11': 20, 'nt12': 0, 'nt13': 28, 'nt14': 66, 'nt15': 69, 'nt16': 10, 'nt2': 66, 'nt3': 74, 'nt4': 0, 'nt5': 25, 'nt6': 22, 'nt7': 34, 'nt8': 0, 'nt9': 25}, 
2745.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.008928572, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 20, 'nt11': 19, 'nt12': 0, 'nt13': 21, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 22, 'nt4': 1, 'nt5': 21, 'nt6': 22, 'nt7': 18, 'nt8': 0, 'nt9': 24}, {'nt1': 31, 'nt10': 20, 'nt11': 19, 'nt12': 0, 'nt13': 28, 'nt14': 64, 'nt15': 70, 'nt16': 10, 'nt2': 68, 'nt3': 73, 'nt4': 1, 'nt5': 25, 'nt6': 22, 'nt7': 34, 'nt8': 0, 'nt9': 25}, 
2750.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 20, 'nt11': 19, 'nt12': 0, 'nt13': 21, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 24, 'nt6': 23, 'nt7': 19, 'nt8': 0, 'nt9': 24}, {'nt1': 31, 'nt10': 20, 'nt11': 19, 'nt12': 0, 'nt13': 28, 'nt14': 65, 'nt15': 70, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 0, 'nt5': 28, 'nt6': 23, 'nt7': 36, 'nt8': 0, 'nt9': 25}, 
2755.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 20, 'nt11': 19, 'nt12': 0, 'nt13': 21, 'nt14': 21, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 24, 'nt6': 23, 'nt7': 21, 'nt8': 0, 'nt9': 24}, {'nt1': 31, 'nt10': 20, 'nt11': 19, 'nt12': 0, 'nt13': 28, 'nt14': 63, 'nt15': 72, 'nt16': 10, 'nt2': 76, 'nt3': 69, 'nt4': 0, 'nt5': 28, 'nt6': 23, 'nt7': 42, 'nt8': 0, 'nt9': 25}, 
2760.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 20, 'nt11': 19, 'nt12': 0, 'nt13': 21, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 24, 'nt6': 23, 'nt7': 22, 'nt8': 0, 'nt9': 24}, {'nt1': 31, 'nt10': 20, 'nt11': 19, 'nt12': 0, 'nt13': 30, 'nt14': 68, 'nt15': 73, 'nt16': 10, 'nt2': 75, 'nt3': 68, 'nt4': 0, 'nt5': 28, 'nt6': 23, 'nt7': 43, 'nt8': 0, 'nt9': 25}, 
2765.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 22, 'nt11': 18, 'nt12': 0, 'nt13': 21, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 23, 'nt3': 23, 'nt4': 0, 'nt5': 24, 'nt6': 23, 'nt7': 22, 'nt8': 0, 'nt9': 22}, {'nt1': 31, 'nt10': 24, 'nt11': 18, 'nt12': 0, 'nt13': 30, 'nt14': 69, 'nt15': 72, 'nt16': 10, 'nt2': 72, 'nt3': 68, 'nt4': 0, 'nt5': 28, 'nt6': 23, 'nt7': 43, 'nt8': 0, 'nt9': 22}, 
2770.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 21, 'nt11': 18, 'nt12': 0, 'nt13': 22, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 22, 'nt4': 0, 'nt5': 24, 'nt6': 22, 'nt7': 22, 'nt8': 0, 'nt9': 22}, {'nt1': 31, 'nt10': 21, 'nt11': 18, 'nt12': 0, 'nt13': 31, 'nt14': 68, 'nt15': 72, 'nt16': 10, 'nt2': 71, 'nt3': 71, 'nt4': 0, 'nt5': 28, 'nt6': 22, 'nt7': 43, 'nt8': 0, 'nt9': 22}, 
2775.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.013392857, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 21, 'nt11': 17, 'nt12': 0, 'nt13': 23, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 23, 'nt4': 1, 'nt5': 24, 'nt6': 22, 'nt7': 22, 'nt8': 0, 'nt9': 21}, {'nt1': 31, 'nt10': 21, 'nt11': 17, 'nt12': 0, 'nt13': 32, 'nt14': 66, 'nt15': 73, 'nt16': 10, 'nt2': 71, 'nt3': 71, 'nt4': 1, 'nt5': 28, 'nt6': 22, 'nt7': 43, 'nt8': 0, 'nt9': 21}, 
2780.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.02232143, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 24, 'nt10': 21, 'nt11': 20, 'nt12': 0, 'nt13': 24, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 23, 'nt4': 1, 'nt5': 24, 'nt6': 23, 'nt7': 23, 'nt8': 0, 'nt9': 21}, {'nt1': 33, 'nt10': 21, 'nt11': 20, 'nt12': 0, 'nt13': 33, 'nt14': 65, 'nt15': 74, 'nt16': 10, 'nt2': 71, 'nt3': 72, 'nt4': 1, 'nt5': 26, 'nt6': 23, 'nt7': 44, 'nt8': 0, 'nt9': 21}, 
2785.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.04464286, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 24, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 24, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 23, 'nt3': 22, 'nt4': 1, 'nt5': 24, 'nt6': 23, 'nt7': 24, 'nt8': 0, 'nt9': 21}, {'nt1': 33, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 33, 'nt14': 66, 'nt15': 76, 'nt16': 10, 'nt2': 70, 'nt3': 71, 'nt4': 1, 'nt5': 24, 'nt6': 24, 'nt7': 46, 'nt8': 0, 'nt9': 21}, 
2790.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 25, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 22, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 23, 'nt4': 0, 'nt5': 24, 'nt6': 23, 'nt7': 22, 'nt8': 0, 'nt9': 21}, {'nt1': 34, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 31, 'nt14': 67, 'nt15': 76, 'nt16': 10, 'nt2': 68, 'nt3': 73, 'nt4': 0, 'nt5': 25, 'nt6': 24, 'nt7': 43, 'nt8': 0, 'nt9': 21}, 
2795.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 25, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 20, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 23, 'nt4': 0, 'nt5': 24, 'nt6': 23, 'nt7': 22, 'nt8': 0, 'nt9': 21}, {'nt1': 32, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 29, 'nt14': 70, 'nt15': 73, 'nt16': 10, 'nt2': 67, 'nt3': 75, 'nt4': 0, 'nt5': 26, 'nt6': 24, 'nt7': 44, 'nt8': 0, 'nt9': 21}, 
2800.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 25, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 18, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 23, 'nt4': 0, 'nt5': 22, 'nt6': 23, 'nt7': 22, 'nt8': 0, 'nt9': 21}, {'nt1': 32, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 27, 'nt14': 67, 'nt15': 73, 'nt16': 10, 'nt2': 67, 'nt3': 77, 'nt4': 0, 'nt5': 22, 'nt6': 24, 'nt7': 44, 'nt8': 0, 'nt9': 21}, 
2805.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.017857144, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 25, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 18, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 23, 'nt4': 1, 'nt5': 21, 'nt6': 22, 'nt7': 22, 'nt8': 0, 'nt9': 21}, {'nt1': 32, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 26, 'nt14': 66, 'nt15': 75, 'nt16': 10, 'nt2': 72, 'nt3': 80, 'nt4': 1, 'nt5': 21, 'nt6': 22, 'nt7': 44, 'nt8': 0, 'nt9': 21}, 
2810.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.04017857, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 25, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 18, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 23, 'nt4': 1, 'nt5': 21, 'nt6': 22, 'nt7': 22, 'nt8': 0, 'nt9': 23}, {'nt1': 32, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 26, 'nt14': 66, 'nt15': 76, 'nt16': 10, 'nt2': 75, 'nt3': 81, 'nt4': 1, 'nt5': 21, 'nt6': 22, 'nt7': 44, 'nt8': 0, 'nt9': 23}, 
2815.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.0625, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 25, 'nt10': 23, 'nt11': 24, 'nt12': 0, 'nt13': 18, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 23, 'nt4': 1, 'nt5': 21, 'nt6': 22, 'nt7': 22, 'nt8': 0, 'nt9': 24}, {'nt1': 34, 'nt10': 23, 'nt11': 25, 'nt12': 0, 'nt13': 27, 'nt14': 66, 'nt15': 76, 'nt16': 10, 'nt2': 75, 'nt3': 78, 'nt4': 1, 'nt5': 21, 'nt6': 22, 'nt7': 44, 'nt8': 0, 'nt9': 24}, 
2820.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 25, 'nt10': 23, 'nt11': 24, 'nt12': 0, 'nt13': 18, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 23, 'nt3': 22, 'nt4': 0, 'nt5': 21, 'nt6': 22, 'nt7': 22, 'nt8': 0, 'nt9': 24}, {'nt1': 34, 'nt10': 23, 'nt11': 26, 'nt12': 0, 'nt13': 27, 'nt14': 66, 'nt15': 74, 'nt16': 10, 'nt2': 75, 'nt3': 77, 'nt4': 0, 'nt5': 21, 'nt6': 22, 'nt7': 44, 'nt8': 0, 'nt9': 24}, 
2825.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 24, 'nt10': 23, 'nt11': 24, 'nt12': 0, 'nt13': 18, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 21, 'nt6': 22, 'nt7': 22, 'nt8': 0, 'nt9': 23}, {'nt1': 33, 'nt10': 24, 'nt11': 26, 'nt12': 0, 'nt13': 25, 'nt14': 63, 'nt15': 73, 'nt16': 10, 'nt2': 76, 'nt3': 75, 'nt4': 0, 'nt5': 21, 'nt6': 22, 'nt7': 44, 'nt8': 0, 'nt9': 23}, 
2830.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 23, 'nt10': 23, 'nt11': 23, 'nt12': 0, 'nt13': 18, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 21, 'nt6': 22, 'nt7': 23, 'nt8': 0, 'nt9': 23}, {'nt1': 30, 'nt10': 24, 'nt11': 23, 'nt12': 0, 'nt13': 26, 'nt14': 63, 'nt15': 71, 'nt16': 10, 'nt2': 77, 'nt3': 76, 'nt4': 0, 'nt5': 21, 'nt6': 22, 'nt7': 45, 'nt8': 0, 'nt9': 23}, 
2835.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 22, 'nt11': 22, 'nt12': 0, 'nt13': 19, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 21, 'nt6': 22, 'nt7': 24, 'nt8': 0, 'nt9': 23}, {'nt1': 29, 'nt10': 22, 'nt11': 22, 'nt12': 0, 'nt13': 26, 'nt14': 63, 'nt15': 71, 'nt16': 10, 'nt2': 77, 'nt3': 77, 'nt4': 0, 'nt5': 21, 'nt6': 22, 'nt7': 47, 'nt8': 0, 'nt9': 23}, 
2840.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 22, 'nt11': 22, 'nt12': 0, 'nt13': 18, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 22, 'nt6': 22, 'nt7': 22, 'nt8': 0, 'nt9': 21}, {'nt1': 29, 'nt10': 22, 'nt11': 22, 'nt12': 0, 'nt13': 27, 'nt14': 65, 'nt15': 71, 'nt16': 10, 'nt2': 78, 'nt3': 77, 'nt4': 0, 'nt5': 22, 'nt6': 22, 'nt7': 44, 'nt8': 0, 'nt9': 21}, 
2845.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 22, 'nt11': 22, 'nt12': 0, 'nt13': 18, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 24, 'nt6': 22, 'nt7': 22, 'nt8': 0, 'nt9': 21}, {'nt1': 29, 'nt10': 22, 'nt11': 22, 'nt12': 0, 'nt13': 28, 'nt14': 63, 'nt15': 71, 'nt16': 10, 'nt2': 78, 'nt3': 75, 'nt4': 0, 'nt5': 24, 'nt6': 22, 'nt7': 44, 'nt8': 0, 'nt9': 21}, 
2850.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 20, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 24, 'nt6': 22, 'nt7': 21, 'nt8': 0, 'nt9': 21}, {'nt1': 31, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 29, 'nt14': 63, 'nt15': 71, 'nt16': 10, 'nt2': 78, 'nt3': 73, 'nt4': 0, 'nt5': 24, 'nt6': 22, 'nt7': 41, 'nt8': 0, 'nt9': 21}, 
2855.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 19, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 24, 'nt6': 23, 'nt7': 21, 'nt8': 0, 'nt9': 21}, {'nt1': 31, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 28, 'nt14': 63, 'nt15': 70, 'nt16': 10, 'nt2': 76, 'nt3': 74, 'nt4': 0, 'nt5': 24, 'nt6': 23, 'nt7': 41, 'nt8': 0, 'nt9': 21}, 
2860.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 19, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 24, 'nt6': 23, 'nt7': 21, 'nt8': 0, 'nt9': 19}, {'nt1': 30, 'nt10': 23, 'nt11': 23, 'nt12': 0, 'nt13': 28, 'nt14': 62, 'nt15': 72, 'nt16': 10, 'nt2': 76, 'nt3': 75, 'nt4': 0, 'nt5': 24, 'nt6': 23, 'nt7': 41, 'nt8': 0, 'nt9': 19}, 
2865.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 19, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 24, 'nt6': 22, 'nt7': 21, 'nt8': 0, 'nt9': 19}, {'nt1': 30, 'nt10': 23, 'nt11': 24, 'nt12': 0, 'nt13': 28, 'nt14': 63, 'nt15': 71, 'nt16': 10, 'nt2': 78, 'nt3': 75, 'nt4': 0, 'nt5': 24, 'nt6': 22, 'nt7': 41, 'nt8': 0, 'nt9': 19}, 
2870.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.004464286, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 22, 'nt10': 23, 'nt11': 22, 'nt12': 0, 'nt13': 19, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 22, 'nt4': 1, 'nt5': 24, 'nt6': 22, 'nt7': 19, 'nt8': 0, 'nt9': 19}, {'nt1': 30, 'nt10': 23, 'nt11': 23, 'nt12': 0, 'nt13': 28, 'nt14': 63, 'nt15': 71, 'nt16': 10, 'nt2': 79, 'nt3': 74, 'nt4': 1, 'nt5': 24, 'nt6': 22, 'nt7': 37, 'nt8': 0, 'nt9': 19}, 
